bus,id,min generation,max generation,linear cost coefficient
3352,1,54.01,200,11.3107
3360,1,0.29,100,35.9511
3361,1,17.17,100,34.8626
3365,1,63.63,200,27.2333
3366,1,63.63,200,14.5314
3367,1,63.63,200,45.9681
3368,1,63.63,200,22.473
3369,1,100,400,12.388
3371,1,13.17,100,56.8004
3384,1,23.97,100,26.1324
3385,1,5.83,100,40.8378
3396,1,23.79,100,24.6837
3403,1,45.12,200,23.9606
3404,1,24.07,100,50.9669
3409,1,10.35,100,0.641499
3410,1,19.95,100,48.5554
3412,1,57.61,200,16.4499
3414,1,57.61,200,17.7843
3415,1,57.61,200,23.3886
3416,1,57.61,200,46.4194
3418,1,58.13,200,35.2451
3419,1,58.13,200,39.7136
3432,1,19.6,100,19.461
3451,1,400,1300,35.905
3456,1,21.79,100,42.4272
3463,1,100,500,18.4484
3468,1,24.82,100,30.1717
3469,1,49.28,200,34.588
3471,1,25.11,100,41.0196
3481,1,23.83,100,16.7082
3482,1,56.45,200,48.715
3485,1,31.96,100,20.3043
3487,1,31.96,100,35.9408
3488,1,10.49,100,38.994
3489,1,31.96,100,22.1897
3490,1,31.96,100,30.9602
3491,1,25.37,100,28.9773
3494,1,200,800,24.0317
3495,1,200,800,29.7484
3496,1,200,800,22.9583
3499,1,20.87,100,38.6554
3508,1,16.57,100,31.9685
3515,1,53.6,200,41.3656
3517,1,21.19,100,20.7529
3520,1,22.45,100,16.8141
3521,1,22.45,100,46.5971
3523,1,22.45,100,34.8344
3524,1,22.45,100,32.9633
3525,1,22.45,100,21.9242
3526,1,22.45,100,41.4386
3528,1,54.64,200,26.6739
3529,1,54.64,200,42.93
3530,1,54.64,200,20.508
3535,1,60.32,200,24.4131
3543,1,19.77,100,46.1247
3551,1,100,500,19.0421
3553,1,100,500,26.1252
3557,1,500,1800,17.3409
3558,1,500,1800,6.44311
3567,1,33.33,200,34.5732
3569,1,25.48,100,26.9976
3571,1,20.97,100,41.2019
3577,1,25.86,100,27.3672
3580,1,15.69,100,41.3433
3582,1,15.69,100,25.1923
3585,1,100,600,16.952
3586,1,100,600,36.7471
3587,1,100,500,42.5942
3588,1,100,500,30.9157
3593,1,28.79,100,37.3843
3607,1,100,500,16.9151
3608,1,13.32,100,34.4659
3610,1,200,700,127.322
3611,1,200,700,23.4626
3617,1,14.51,100,32.1127
3619,1,20.03,100,32.6542
3620,1,20.03,100,30.3954
3621,1,19.84,100,30.1562
3625,1,19.89,100,28.5126
3631,1,53.33,200,53.774
3633,1,17.83,100,41.132
3641,1,11.51,100,40.9966
3642,1,11.51,100,39.3822
3644,1,58.23,200,42.2121
3646,1,15.34,100,37.0242
3647,1,54.23,200,19.1902
3651,1,64.19,200,24.9337
3655,1,62.85,200,29.1034
3656,1,64.19,200,16.4444
3663,1,66.47,200,21.3162
3671,1,62.07,200,39.3551
3672,1,62.07,200,38.2207
3674,1,2.85,100,33.9356
3675,1,3.51,100,29.5098
3680,1,13.94,100,25.1062
3682,1,11.33,100,23.1022
3683,1,24.53,100,52.5832
3686,1,35.42,200,36.1468
3695,1,36.55,200,32.4597
3696,1,36.55,200,43.9599
3697,1,36.55,200,33.0699
3698,1,36.55,200,27.8499
3699,1,36.55,200,37.5767
3700,1,36.55,200,40.8503
3701,1,36.55,200,16.1146
3710,1,63.35,200,48.5377
3712,1,24.4,100,42.3944
3714,1,24.4,100,22.2647
3717,1,60.94,200,38.4721
3718,1,60.94,200,26.1323
3720,1,60.94,200,29.9967
3724,1,300,1200,11.0181
3728,1,49.86,200,35.7942
3729,1,49.86,200,24.9492
3738,1,16.67,100,22.1298
3754,1,100,600,26.5114
3757,1,100,600,20.3289
3763,1,30.92,100,39.1573
3771,1,17.71,100,32.6818
3781,1,53.6,200,50.4522
3782,1,53.6,200,27.7248
3787,1,53.6,200,28.8953
3792,1,48.41,200,27.7996
3797,1,200,700,23.8685
3800,1,46.28,200,50.7452
3810,1,14.85,100,44.5398
3811,1,25.37,100,27.8548
3812,1,25.37,100,39.0374
3814,1,4.85,100,32.4531
3815,1,17.54,100,31.9807
3816,1,17.54,100,26.0429
3820,1,14.85,100,19.8517
3823,1,49.87,200,24.0851
3838,1,17.53,100,30.5397
3842,1,2.13,100,30.5878
3845,1,24.72,100,112.485
3848,1,6,100,39.7673
3853,1,22.5,100,17.7102
3854,1,20.6,100,36.3043
3857,1,30.84,100,9.42292
3866,1,100,500,29.7974
3867,1,100,500,16.2664
3872,1,4,100,22.401
3877,1,23.97,100,43.768
3878,1,18.45,100,45.6135
3880,1,12.07,100,27.1949
3893,1,10.72,100,38.6981
3894,1,2.56,100,28.765
3899,1,24.28,100,27.5312
3903,1,32.72,100,27.891
3904,1,62.51,200,20.1579
3906,1,19.28,100,21.9289
3907,1,19.28,100,22.374
3908,1,19.28,100,11.4728
3909,1,19.28,100,32.6875
3910,1,19.28,100,21.1282
3911,1,19.28,100,34.0731
3912,1,32.89,100,27.881
3913,1,35.13,200,48.8127
3914,1,62.51,200,31.238
3915,1,24.51,100,8.03979
3916,1,18.75,100,44.5011
3922,1,66.86,300,29.2062
3926,1,100,500,30.9595
3929,1,12.21,100,37.5716
3934,1,20.31,100,58.0131
3939,1,100,500,37.2743
3943,1,100,400,22.4346
3947,1,20.05,100,36.9458
3948,1,39.2,200,28.0887
3962,1,58.88,200,65.6634
3968,1,29.4,100,45.9889
3971,1,48.31,200,27.9034
3984,1,100,500,40.2
3990,1,18.13,100,30.7942
3997,1,64.6,200,20.4627
4000,1,66.94,300,51.5921
4004,1,60.32,200,32.0797
4009,1,0.05,100,34.589
4011,1,16.83,100,29.3405
4013,1,100,500,22.6828
4020,1,18.7,100,43.1472
4021,1,18.7,100,26.308
4022,1,25.98,100,31.0661
4024,1,18.28,100,18.7108
4025,1,18.28,100,38.9942
4026,1,15.99,100,38.1442
4027,1,15.99,100,26.9362
4039,1,20.61,100,35.3114
4040,1,20.61,100,14.7769
4041,1,11.88,100,23.3017
4042,1,20.61,100,31.6522
4043,1,19.08,100,60.4243
4044,1,19.08,100,38.179
4045,1,26.39,100,29.3302
4047,1,24.29,100,36.8588
4048,1,17.98,100,42.1461
4049,1,19.71,100,19.6841
4052,1,28.42,100,30.0138
4053,1,60.21,200,41.654
4054,1,60.21,200,36.0347
4056,1,60.21,200,49.3965
4057,1,57.9,200,30.1258
4058,1,57.9,200,32.3818
4059,1,57.9,200,23.3217
4060,1,57.9,200,49.3554
4061,1,57.9,200,30.9149
4062,1,57.9,200,48.8312
4063,1,28.86,100,19.6936
4066,1,33.25,100,14.2728
4067,1,33.25,100,130.269
4068,1,33.25,100,16.6366
4069,1,33.25,100,29.4332
4074,1,21.28,100,21.4196
4083,1,100,600,17.3493
4084,1,100,600,32.437
4085,1,3.33,100,38.2312
4087,1,100,600,110.864
4102,1,200,700,17.9661
4116,1,-191.83,100,31.5464
4120,1,49.85,200,31.9019
4126,1,22.95,100,31.667
4130,1,100,500,25.6926
4133,1,24.53,100,34.9181
4135,1,26.99,100,10.044
4136,1,39.81,200,30.6623
4137,1,52.13,200,19.719
4138,1,52.13,200,38.9919
4139,1,52.13,200,37.0565
4140,1,52.14,200,50.4595
4141,1,52.14,200,40.3937
4143,1,52.14,200,38.9853
4144,1,50.89,200,44.0615
4145,1,63.75,200,26.2642
4151,1,19.5,100,23.4433
4152,1,21.53,100,26.5667
4154,1,21.81,100,34.5257
4155,1,51.13,200,26.8054
4156,1,51.13,200,24.6126
4157,1,64.77,200,27.5415
4158,1,64.77,200,21.1739
4159,1,46.31,200,10.3703
4160,1,64.77,200,28.8028
4161,1,46.31,200,37.0443
4162,1,21.09,100,41.6856
4163,1,49.29,200,35.2094
4164,1,49.29,200,34.9439
4166,1,12.39,100,28.4361
4167,1,21.05,100,18.0257
4171,1,18.63,100,33.1661
4181,1,26.29,100,25.878
4182,1,53.83,200,33.8825
4183,1,53.83,200,35.7086
4185,1,53.83,200,43.7733
4187,1,53.83,200,16.4413
4190,1,33.33,200,48.8991
4191,1,24.53,100,34.0831
4193,1,25.67,100,10.3316
4195,1,200,700,11.7223
4196,1,3.33,100,27.1552
4197,1,200,800,27.5011
4200,1,14.03,100,24.8956
4202,1,200,700,8.30179
4203,1,49.87,200,35.3837
4206,1,33.53,200,23.7912
4207,1,60.89,200,25.6566
4208,1,100,400,30.3213
4209,1,63.35,200,45.9989
4214,1,60.89,200,38.4088
4217,1,16.9,100,42.4146
4226,1,100,600,27.0617
4234,1,30.25,100,27.9708
4235,1,8.2,100,27.0532
4237,1,4.35,100,6.67054
4240,1,44.67,200,47.4086
4242,1,48.11,200,36.5078
4245,1,100,500,49.3499
4252,1,23.24,100,17.1851
4253,1,100,400,24.2038
4254,1,100,400,26.5606
4256,1,14.92,100,29.1306
4259,1,5.6,100,38.0741
4261,1,100,400,54.825
4264,1,24.28,100,26.0316
4267,1,24.53,100,30.8873
4274,1,100,500,34.8234
4282,1,24.15,100,23.876
4284,1,63.5,200,17.4891
4285,1,63.5,200,23.495
4286,1,63.5,200,32.5909
4287,1,63.5,200,26.7984
4288,1,63.5,200,38.9073
4290,1,63.5,200,33.8769
4298,1,25.86,100,40.3898
4301,1,62.03,200,38.4987
4309,1,48.41,200,35.1713
4310,1,200,800,25.4926
4314,1,32.54,100,34.1068
4324,1,18.54,100,27.627
4326,1,19.62,100,39.0501
4331,1,33.33,200,51.8459
4337,1,13.44,100,29.1488
4339,1,25.12,100,23.3155
4343,1,32.54,100,4.1152
4344,1,12.49,100,40.6795
4345,1,32.54,100,33.0609
4347,1,55.85,200,21.6279
4353,1,33.73,200,12.3735
4354,1,24.72,100,36.8663
4366,1,16.67,100,116.322
4367,1,200,800,25.1224
4371,1,200,700,18.9195
4376,1,200,700,31.0501
4378,1,200,700,16.1149
4379,1,200,700,28.5262
4380,1,200,700,20.231
4384,1,25.35,100,43.1519
4385,1,12.61,100,36.5142
4386,1,12.61,100,32.0767
4387,1,12.61,100,44.6896
4392,1,19.6,100,32.6336
4393,1,41.74,200,36.5015
4400,1,100,600,25.8414
4403,1,38.34,200,56.2615
4405,1,16.43,100,34.3672
4411,1,26.29,100,34.6374
4422,1,35.99,200,60.4527
4423,1,1.67,100,30.3591
4424,1,35.99,200,15.5839
4425,1,35.99,200,27.9957
4426,1,18.64,100,41.6989
4427,1,18.64,100,31.8548
4430,1,11.39,100,123.64
4432,1,18.49,100,27.8607
4433,1,18.49,100,53.4894
4434,1,18.49,100,16.4761
4440,1,24.51,100,38.391
4443,1,200,800,30.4124
4448,1,100,600,22.5556
4449,1,22.91,100,43.639
4451,1,31.57,100,31.0767
4452,1,100,500,22.9218
4453,1,31.57,100,19.2288
4454,1,26.55,100,22.4385
4455,1,39.01,200,62.1675
4456,1,26.55,100,71.9947
4457,1,26.55,100,31.8135
4458,1,28.22,100,38.2766
4460,1,35.02,200,36.499
4461,1,31.57,100,33.1965
4470,1,63.75,200,44.5847
4473,1,100,400,25.1018
4480,1,11.76,100,22.5105
4481,1,22.18,100,22.052
4483,1,21.99,100,12.8638
4484,1,22.19,100,25.7821
4488,1,2.43,100,26.9364
4495,1,66.94,300,36.8359
4499,1,48.31,200,53.8309
4501,1,21.68,100,52.0762
4505,1,100,500,26.1715
4509,1,300,1200,14.6437
4512,1,21.68,100,16.1765
4513,1,13.55,100,22.8842
4517,1,100,600,27.2618
4526,1,56.67,200,29.4832
4534,1,20.03,100,32.6722
4535,1,20.03,100,19.4794
4537,1,20.03,100,23.1165
4539,1,20.9,100,28.7094
4540,1,14.68,100,38.4183
4547,1,22.06,100,16.1671
4548,1,22.06,100,25.2368
4549,1,22.06,100,25.2491
4550,1,22.06,100,15.7039
4551,1,22.06,100,28.0979
4552,1,22.06,100,59.3131
4553,1,19.3,100,40.5878
4554,1,22.06,100,49.1557
4563,1,19.22,100,37.4444
4572,1,21.64,100,44.6353
4573,1,60.32,200,43.2125
4576,1,55.07,200,37.733
4577,1,55.07,200,32.8974
4578,1,55.07,200,26.6043
4580,1,55.07,200,43.6738
4585,1,61.6,200,45.5259
4590,1,19.2,100,19.3512
4594,1,21.28,100,49.5495
4598,1,52.25,200,35.4297
4602,1,52.25,200,38.3278
4603,1,52.25,200,39.5545
4604,1,52.25,200,61.8185
4607,1,15.38,100,36.8427
4611,1,0.66,100,41.1751
4612,1,100,600,29.124
4614,1,15,100,23.7253
4616,1,200,700,25.0696
4617,1,26.52,100,25.6981
4618,1,13.33,100,19.4829
4619,1,13.33,100,43.4491
4622,1,100,400,37.0616
4626,1,28.78,100,36.8789
4627,1,28.78,100,20.0567
4630,1,28.78,100,19.3344
4631,1,28.78,100,20.0534
4633,1,28.78,100,41.4129
4634,1,28.78,100,33.1942
4635,1,28.78,100,30.7057
4643,1,6.91,100,25.6227
4644,1,9.84,100,34.8421
4648,1,14.2,100,15.0761
4652,1,55.79,200,50.671
4655,1,100,500,21.4718
4656,1,100,500,28.1027
4657,1,100,500,30.0618
4658,1,100,500,21.6581
4662,1,31.39,100,29.1737
4663,1,31.39,100,26.4964
4664,1,56.89,200,34.4152
4665,1,56.89,200,26.7997
4666,1,35.21,200,21.0484
4668,1,20.87,100,38.0476
4670,1,200,700,28.8598
4671,1,25.86,100,32.3996
4675,1,26.99,100,58.7996
4676,1,45.22,200,33.8433
4677,1,45.22,200,40.8009
4678,1,45.22,200,24.1109
4679,1,57.93,200,42.8893
4680,1,57.93,200,42.5556
4683,1,53.18,200,27.3163
4686,1,33.97,200,42.0971
4690,1,21.71,100,32.695
4691,1,59.95,200,42.9305
4692,1,100,500,27.8611
4694,1,21.71,100,24.8715
4695,1,100,600,33.2222
4697,1,40.54,200,33.1515
4698,1,59.95,200,31.223
4699,1,59.95,200,50.3871
4702,1,21.71,100,20.0829
4703,1,36.81,200,54.5452
4704,1,30,100,29.9937
4707,1,21.71,100,31.2353
4709,1,12.51,100,18.5173
4710,1,200,800,22.077
4715,1,16.9,100,26.4173
4718,1,100,600,24.0707
4722,1,61.29,200,42.2525
4723,1,61.29,200,34.9644
4724,1,61.29,200,57.8175
4725,1,61.29,200,39.8407
4726,1,61.29,200,31.1256
4727,1,61.29,200,43.7539
4728,1,61.29,200,41.7599
4729,1,61.29,200,24.1658
4733,1,17.73,100,42.5161
4738,1,17.73,100,39.4641
4745,1,37.38,200,21.5373
4746,1,0.98,100,24.8955
4751,1,61.25,200,34.2681
4752,1,59.23,200,35.3714
4753,1,61.25,200,36.7278
4757,1,100,600,17.1647
4763,1,24.07,100,0.854904
4764,1,28.23,100,30.3842
4770,1,39.01,200,45.958
4771,1,24.96,100,46.6048
4772,1,39.01,200,22.4409
4773,1,39.01,200,23.284
4774,1,24.97,100,38.8454
4775,1,33.33,100,22.8843
4777,1,23.24,100,66.184
4786,1,41.67,200,43.7807
4791,1,28.33,100,28.1121
4792,1,28.33,100,51.512
4793,1,21.67,100,40.7411
4796,1,10,100,29.0941
4809,1,64.75,200,23.235
4810,1,64.75,200,27.3979
4811,1,64.75,200,30.1863
4814,1,60.11,200,34.2958
4823,1,14.67,100,32.9989
4837,1,43.47,200,33.0689
4843,1,43.47,200,34.3151
4844,1,43.47,200,29.978
4845,1,43.47,200,23.4966
4846,1,43.47,200,22.7775
4847,1,43.47,200,29.4681
4855,1,100,600,6.96622
4856,1,100,600,26.2053
4857,1,100,600,19.9641
4858,1,100,600,41.5124
4859,1,100,500,26.8935
4861,1,100,600,14.2105
4862,1,100,600,23.3398
4864,1,100,500,34.3005
4870,1,12.49,100,31.3672
4887,1,200,700,31.9191
4888,1,200,700,23.3268
4892,1,100,600,27.8938
4893,1,100,600,124.928
4896,1,100,600,26.7011
4897,1,100,600,18.0023
4902,1,15.2,100,15.0811
4903,1,15.2,100,45.1915
4904,1,18.43,100,30.7888
4905,1,18.43,100,12.6761
4910,1,23.83,100,47.0562
4917,1,14,100,21.0066
4918,1,26.07,100,30.0127
4922,1,31.53,100,24.6951
4924,1,37.89,200,46.1858
4925,1,23.79,100,32.1865
4926,1,13.31,100,17.6004
4928,1,100,600,38.7763
4931,1,24.47,100,24.8295
4932,1,24.47,100,27.3727
4934,1,24.61,100,16.4996
4938,1,25.12,100,24.2686
4939,1,25.69,100,51.1215
4942,1,15.75,100,22.6238
4943,1,15.75,100,50.5682
4945,1,16.51,100,37.9814
4946,1,16.51,100,31.1595
4949,1,32.28,100,27.6474
4952,1,100,500,54.0635
4958,1,33.88,200,62.4591
4959,1,400,1400,32.8534
4963,1,38.39,200,21.6553
4964,1,38.39,200,19.6839
4967,1,11.11,100,24.7164
4982,1,65.64,200,11.4144
4983,1,4.67,100,56.3404
4985,1,25.31,100,15.9011
4987,1,25.36,100,23.0606
4988,1,16.56,100,22.3899
4998,1,48.31,200,16.4177
5000,1,1.96,100,39.7689
5007,1,22.91,100,32.0106
5008,1,22.91,100,37.0691
5009,1,22.91,100,25.678
5012,1,49.57,200,25.6979
5013,1,49.57,200,30.4227
5017,1,46.23,200,45.1597
5018,1,46.23,200,44.2568
5023,1,100,500,27.8794
5025,1,14.46,100,35.4541
5029,1,21.19,100,35.237
5034,1,100,600,26.5722
5036,1,17.61,100,46.6356
5037,1,11.14,100,14.9708
5038,1,19.31,100,25.0012
5050,1,11.33,100,32.2448
5051,1,25.23,100,22.9732
5052,1,25.23,100,40.8577
5053,1,25.23,100,27.5715
5054,1,11.73,100,34.8308
5055,1,11.73,100,17.5559
5056,1,11.73,100,40.0948
5057,1,11.73,100,52.5657
5058,1,200,700,32.2157
5059,1,100,500,32.147
5060,1,100,500,19.5419
5061,1,7,100,36.2706
5062,1,100,600,11.9572
5063,1,100,600,21.951
5064,1,100,600,17.4542
5065,1,200,700,27.4538
5069,1,12.53,100,29.3204
5070,1,10.63,100,32.0469
5071,1,12.53,100,23.6814
5072,1,12.53,100,101.952
5073,1,12.53,100,33.0964
5074,1,12.53,100,48.6479
5076,1,12.84,100,30.1758
5077,1,12.84,100,19.7852
5078,1,12.84,100,45.0713
5082,1,56.99,200,39.6648
5084,1,100,500,30.4616
5085,1,55.65,200,46.0752
5086,1,55.65,200,30.0292
5089,1,55.65,200,22.1324
5090,1,55.65,200,23.2331
5091,1,55.65,200,32.6737
5092,1,55.65,200,13.8447
5099,1,19.89,100,39.2994
5109,1,14.11,100,31.1857
5111,1,4.35,100,22.1756
5116,1,21.56,100,36.2567
5122,1,12.75,100,15.6616
5123,1,22.46,100,33.1523
5126,1,25.71,100,37.0286
5127,1,25.71,100,22.2248
5128,1,12.75,100,32.3452
5129,1,12.75,100,36.1976
5130,1,12.75,100,37.116
5131,1,12.75,100,50.7298
5133,1,12.75,100,16.7553
5134,1,20.62,100,39.61
5135,1,200,700,20.4435
5138,1,17.83,100,20.0219
5143,1,64.6,200,30.0715
5144,1,23.99,100,52.3229
5145,1,12.45,100,11.8007
5146,1,12.45,100,23.2949
5147,1,12.45,100,33.5814
5148,1,20.17,100,46.7747
5151,1,12.45,100,53.2093
5155,1,98.62,300,30.2909
5158,1,94.5,300,24.3502
5159,1,64.6,200,39.7325
5162,1,6.67,100,1.10437
5163,1,64.6,200,27.3194
5166,1,29.93,100,27.681
5169,1,13.27,100,37.5551
5177,1,16.97,100,33.6898
5178,1,16.97,100,37.2931
5187,1,24.72,100,16.8791
5188,1,26.99,100,37.8627
5192,1,100,400,25.9991
5196,1,21.57,100,46.9496
5202,1,20.4,100,23.523
5207,1,200,700,36.3381
5208,1,200,700,6.98832
5210,1,0.34,100,52.0774
5212,1,45,200,33.5162
5223,1,200,800,23.0406
5225,1,33.55,200,38.9415
5226,1,33.55,200,16.1471
5228,1,33.55,200,26.6143
5229,1,33.55,200,41.0981
5242,1,48.11,200,46.0492
5243,1,37.45,200,46.6269
5245,1,31.2,100,35.2748
5246,1,48.11,200,43.9332
5252,1,32.54,100,33.9611
5254,1,0.17,100,33.6929
5260,1,100,600,26.7989
5261,1,32.54,100,24.6725
5262,1,32.54,100,23.7408
5270,1,38.34,200,37.5838
5271,1,38.34,200,23.0694
5274,1,36.69,200,20.1909
5275,1,36.69,200,36.9817
5276,1,36.69,200,49.4279
5277,1,36.69,200,21.9918
5278,1,38.34,200,43.4531
5279,1,38.34,200,29.9722
5281,1,100,400,23.0214
5286,1,46.75,200,41.5545
5287,1,46.75,200,30.134
5289,1,5.47,100,36.2221
5292,1,23.24,100,38.6518
5301,1,33.81,200,38.3276
5302,1,35.2,200,27.2831
5303,1,28.85,100,32.0853
5304,1,28.85,100,25.2937
5305,1,26.59,100,22.4138
5306,1,26.59,100,21.1616
5307,1,26.59,100,25.5139
5308,1,26.59,100,32.6183
5309,1,38.71,200,50.8289
5310,1,38.71,200,26.5128
5311,1,100,500,37.6803
5314,1,62.3,200,23.18
5316,1,2.12,100,34.514
5317,1,51.5,200,39.7994
5319,1,200,800,34.5853
5322,1,16.54,100,50.2845
5323,1,58.5,200,41.3858
5324,1,58.5,200,26.7862
5325,1,58.5,200,40.9126
5326,1,58.5,200,24.7567
5327,1,58.5,200,27.3435
5328,1,58.5,200,27.0182
5330,1,18.64,100,37.4866
5332,1,21.57,100,32.9269
5333,1,0.75,100,41.1655
5335,1,58.23,200,58.7815
5341,1,59.94,200,25.1105
5342,1,38.39,200,19.8564
5343,1,100,400,36.2793
5347,1,60.32,200,12.8675
5350,1,12.85,100,109.084
5352,1,20.21,100,37.3016
5354,1,100,500,36.3181
5356,1,59.82,200,36.4882
5359,1,9.68,100,30.739
5365,1,25.69,100,26.0811
5366,1,25.69,100,38.9811
5368,1,55.93,200,30.396
5369,1,55.93,200,7.72446
5370,1,55.93,200,27.4934
5371,1,55.93,200,30.4893
5382,1,38.39,200,51.0008
5384,1,4.25,100,44.9391
5385,1,20.19,100,18.4075
5388,1,26.02,100,42.0611
5391,1,23.28,100,35.0286
5397,1,19.6,100,28.5431
5401,1,25.9,100,41.8638
5403,1,-171.38,100,20.273
5406,1,27.95,100,53.9585
5408,1,4.35,100,36.7628
5411,1,23.22,100,45.3349
5416,1,22.1,100,36.7467
5418,1,5.55,100,47.7104
5420,1,22.87,100,37.825
5439,1,24.61,100,49.7711
5444,1,65.12,200,45.2496
5455,1,74.67,300,20.2445
5456,1,43.1,200,35.38
5463,1,25.61,100,49.5705
5464,1,56,200,38.8272
5466,1,26.29,100,120.473
5467,1,26.29,100,22.5693
5468,1,26.29,100,33.0133
5473,1,51.5,200,37.6123
5476,1,28.27,100,42.9436
5484,1,26.67,100,19.556
5490,1,14.23,100,32.9068
5494,1,17.07,100,50.9047
5498,1,21.96,100,40.0536
5503,1,100,400,33.7293
5510,1,59.51,200,15.3576
5512,1,18.51,100,20.7194
5514,1,59.51,200,34.112
5517,1,100,500,16.147
5523,1,59.95,200,42.1015
5528,1,25.97,100,28.7736
5530,1,59.95,200,36.1209
5534,1,100,500,28.7295
5540,1,21.06,100,23.4342
5542,1,26.67,100,26.3675
5546,1,61.79,200,27.6717
5548,1,11.14,100,34.9836
5575,1,17.46,100,40.4358
5576,1,100,400,16.8007
5581,1,200,800,22.1826
5587,1,200,900,12.2592
5592,1,42.85,200,49.4138
5593,1,15.25,100,25.6667
5594,1,21.57,100,35.0023
5607,1,22.88,100,27.1558
5608,1,15.18,100,38.6186
5610,1,22.88,100,19.644
5611,1,16.89,100,43.5069
5612,1,16.89,100,4.78459
5613,1,15.18,100,28.8907
5614,1,21.12,100,38.1778
5619,1,14.35,100,30.0735
5622,1,22.85,100,38.4113
5627,1,100,500,36.8897
5628,1,15.93,100,39.1907
5629,1,15.93,100,34.4025
5630,1,7.17,100,57.8707
5631,1,20.62,100,31.6556
5632,1,10.85,100,26.9436
5634,1,20.62,100,56.1449
5637,1,100,500,113.51
5640,1,100,500,47.1466
5641,1,25.35,100,42.0012
5645,1,35.42,200,32.9097
5653,1,16.57,100,26.0917
5654,1,100,500,24.4409
5657,1,100,600,7.374
5658,1,0.66,100,50.5671
5660,1,19.57,100,53.6469
5668,1,21.68,100,10.0775
5670,1,21.68,100,30.9059
5672,1,24.53,100,112.568
5674,1,200,800,26.5325
5676,1,33.88,200,25.4333
5679,1,3.2,100,43.5636
5681,1,41.67,200,30.055
5695,1,41.74,200,45.3403
5697,1,5.37,100,39.4764
5702,1,4.21,100,23.046
5704,1,200,800,6.90862
5705,1,200,800,18.8046
5706,1,100,500,45.6078
5707,1,100,500,24.0728
5708,1,100,500,23.9376
5714,1,200,800,38.1203
5715,1,25.45,100,44.2338
5716,1,18.41,100,31.1444
5718,1,100,500,38.3511
5723,1,24.51,100,30.5293
5728,1,65.26,200,20.9775
5729,1,65.26,200,25.0592
5730,1,65.26,200,18.7098
5731,1,65.26,200,56.6055
5732,1,58.6,200,46.7271
5739,1,23.35,100,28.788
5741,1,24.02,100,18.9491
5742,1,100,500,31.6777
5746,1,21.58,100,47.5077
5750,1,34.71,200,39.1724
5751,1,31.71,100,22.4863
5761,1,23.31,100,29.6886
5764,1,23.24,100,29.1452
5765,1,24.86,100,33.918
5769,1,35.38,200,43.3957
5770,1,26.96,100,25.926
5771,1,26.96,100,24.6704
5772,1,35.38,200,20.2511
5776,1,200,800,33.3628
5777,1,200,800,25.1762
5781,1,200,800,19.3594
5782,1,200,800,31.235
5797,1,100,500,30.6704
5804,1,23.83,100,22.7788
5805,1,20.86,100,54.792
5816,1,200,700,122.094
5825,1,12.85,100,38.0143
5826,1,10.5,100,25.6573
5830,1,41.58,200,33.6573
5831,1,11.47,100,18.4795
5832,1,11.47,100,23.28
5838,1,300,1100,30.3409
5842,1,19.93,100,105.315
5847,1,24.59,100,46.7479
5849,1,25.2,100,33.5978
5850,1,66.45,200,43.2798
5856,1,100,400,23.2549
5858,1,100,400,8.83842
5864,1,30.19,100,24.7633
5868,1,60.11,200,38.3723
5880,1,54.05,200,33.5369
5881,1,100,600,3.6597
5882,1,100,600,18.7011
5883,1,100,600,41.4322
5884,1,100,600,42.6852
5885,1,54.05,200,34.9975
5886,1,54.05,200,34.9786
5887,1,100,600,32.416
5889,1,100,600,11.1979
5896,1,37.57,200,10.7735
5897,1,58.26,200,33.0027
5898,1,58.26,200,28.4055
5900,1,58.26,200,57.8388
5901,1,58.26,200,19.6303
5902,1,58.26,200,19.2002
5905,1,87,300,29.0935
5911,1,17.16,100,54.3816
5924,1,20.85,100,107.83
5928,1,21.76,100,20.8352
5929,1,23.37,100,25.7362
5930,1,23.37,100,24.0962
5931,1,22.25,100,48.5096
5932,1,23.37,100,36.2449
5933,1,23.37,100,35.6776
5934,1,23.37,100,45.1136
5935,1,17.07,100,19.2833
5936,1,17.07,100,13.118
5961,1,22.14,100,47.1372
5963,1,17.75,100,39.0478
5964,1,90,300,27.2342
5965,1,100,400,37.2862
5973,1,11.88,100,48.5788
5977,1,19.62,100,33.4307
5978,1,53.2,200,32.3181
5979,1,24.82,100,44.6318
5982,1,3.47,100,15.713
5984,1,21.81,100,28.3505
5987,1,400,1300,22.9026
5988,1,400,1300,22.0979
5989,1,400,1300,19.8882
5990,1,400,1300,7.51714
5992,1,23.97,100,38.3056
5999,1,33.56,200,31.6605
6002,1,42.4,200,38.4609
6003,1,42.4,200,55.1356
6005,1,42.4,200,50.7683
6006,1,42.4,200,27.6153
6007,1,42.4,200,39.682
6008,1,42.4,200,29.8937
6009,1,3,100,20.8321
6014,1,33.56,200,37.8544
6016,1,22.13,100,14.1061
6017,1,100,400,22.179
6023,1,200,800,20.4614
6025,1,61.79,200,12.8336
6034,1,20.85,100,43.7953
6038,1,100,500,13.7192
6039,1,59.5,200,32.7068
6040,1,59.5,200,49.7837
6048,1,54.87,200,49.6179
6049,1,25.86,100,20.9225
6055,1,42.48,200,43.6958
6058,1,200,900,8.16118
6066,1,200,800,12.8422
6068,1,24.61,100,25.957
6072,1,6.07,100,52.8877
6076,1,19.2,100,47.9223
6085,1,300,1200,6.66786
6087,1,17.87,100,37.1596
