from bus,to bus,id,reactance,lower line limit,upper line limit
13581,10989,1,0.00956,-3272,3272
13581,10989,2,0.010729,-2926,2926
13581,10989,3,0.00861,-3642,3642
13581,3444,1,0.006969,-4517,4517
4005,12552,1,0.0008,-37687,37687
4005,319,1,0.00632,-4920,4920
665,3010,1,0.00275,-11419,11419
7464,1829,1,0.051659,-604,604
7464,1829,2,0.073469,-423,423
7464,2508,1,0.02089,-1500,1500
7464,6475,1,0.02636,-1189,1189
7464,9358,1,0.033711,-902,902
3506,11823,1,0.00707,-4461,4461
3768,11823,1,0.00701,-4501,4501
11925,9913,1,0.01751,-1793,1793
11925,9913,2,0.01936,-1627,1627
6777,1361,1,0.00941,-3346,3346
6777,1361,2,0.00969,-3251,3251
6777,5846,1,0.00532,-5920,5920
6777,5846,2,0.00473,-6655,6655
6777,5846,3,0.00499,-6285,6285
2296,3455,1,0.00638,-4907,4907
2296,3455,2,0.00625,-4995,4995
2296,13302,1,0.01725,-1808,1808
5589,1162,1,0.028081,-1108,1108
7975,1356,1,0.00021,-150246,150246
1892,1356,1,0.00025,-126249,126249
742,1356,1,0.00031,-101684,101684
4294,1356,1,0.0004,-78748,78748
6679,9331,1,0.00474,-6562,6562
6679,9331,2,0.00487,-6397,6397
9996,2274,1,0.011979,-2606,2606
12212,7779,1,0.003021,-10281,10281
9082,7779,1,0.003081,-10093,10093
13605,13583,1,0.01063,-2955,2955
3831,8642,1,0.02295,-1359,1359
3831,10399,1,0.04288,-728,728
4216,8428,1,0.0198,-1584,1584
4216,5428,1,0.04339,-715,715
3735,12862,1,0.015169,-2061,2061
3735,3018,1,0.0302,-1039,1039
7343,11066,1,0.032419,-959,959
13077,1621,1,0.01688,-1820,1820
10818,4848,1,0.0065,-4788,4788
1786,6497,1,0.04613,-678,678
1786,2804,1,0.02011,-1550,1550
11861,10494,1,0.0005,-61700,61700
10112,7192,1,0.018521,-1673,1673
10112,1835,1,0.00145,-21414,21414
12331,6906,1,0.01824,-1705,1705
13250,10444,1,0.00712,-4377,4377
13250,10058,1,0.02232,-1384,1384
10782,10258,1,0.000469,-64904,64904
10782,9125,1,0.00075,-40281,40281
11595,2863,1,0.035021,-895,895
11595,2050,1,0.03924,-798,798
11595,2050,2,0.0403,-777,777
11595,169,1,0.033031,-949,949
8137,6311,1,0.00024,-131160,131160
8137,2523,1,0.00021,-150246,150246
8137,5445,1,0.03653,-863,863
8137,6297,1,0.01183,-2658,2658
8137,5315,1,0.01336,-2358,2358
8137,13480,1,0.01969,-1600,1600
8137,9592,1,0.05772,-546,546
8137,5299,1,0.03469,-909,909
1420,6073,1,0.00118,-26320,26320
1420,2820,1,0.00095,-33184,33184
1420,4636,1,0.000651,-48317,48317
1420,5253,1,0.000841,-37387,37387
1420,6416,1,0.020831,-1504,1504
1420,8183,1,0.027729,-1123,1123
1420,8183,2,0.02093,-1496,1496
1420,9795,1,0.03014,-1034,1034
1420,10497,1,0.00651,-4781,4781
1420,7861,1,0.00707,-4400,4400
10896,7779,1,0.01463,-2105,2105
10896,2184,1,0.0122,-2539,2539
1844,1829,1,0.036521,-854,854
1844,1829,2,0.03774,-828,828
1844,1829,3,0.03545,-879,879
1844,11576,1,0.00301,-10335,10335
1844,9412,1,0.006099,-5140,5140
1126,10564,1,0.028919,-1045,1045
1126,5757,1,0.007091,-4334,4334
1126,5709,1,0.00361,-8414,8414
1126,4437,1,0.030961,-987,987
7726,9143,1,0.00068,-45626,45626
5396,5662,1,0.000729,-41622,41622
5396,5662,2,0.000669,-45778,45778
5396,4212,1,0.00251,-12161,12161
5396,4212,2,0.00238,-12717,12717
5396,1679,1,0.00238,-13211,13211
5396,5121,1,0.0065,-4832,4832
5396,12913,1,0.006031,-5211,5211
9470,7807,1,0.0018,-17339,17339
9470,5824,1,0.002409,-13063,13063
1707,1905,1,0.00773,-4076,4076
1707,36,1,0.01581,-1978,1978
10943,5367,1,0.032151,-971,971
10943,140,1,0.01713,-1804,1804
10943,2663,1,0.012409,-2508,2508
518,4608,1,0.004719,-6510,6510
518,9611,1,0.004979,-6187,6187
4608,6928,1,0.01174,-2626,2626
3803,11583,1,0.03181,-982,982
3803,3018,1,0.023961,-1303,1303
6084,13033,1,0.01101,-2846,2846
6084,2316,1,0.00593,-5227,5227
6084,2316,2,0.00587,-5276,5276
6084,5559,1,0.012469,-2479,2479
6084,5559,2,0.01414,-2204,2204
5375,6031,1,0.0007,-44249,44249
9685,7792,1,0.00054,-58406,58406
9685,10491,1,0.00055,-57347,57347
9685,5404,1,0.00058,-54332,54332
9685,7983,1,0.00054,-58336,58336
9685,6212,1,0.02197,-1434,1434
9685,6212,2,0.02064,-1526,1526
9685,6599,1,0.01756,-1794,1794
9685,634,1,0.00942,-3336,3336
9685,634,2,0.01109,-2840,2840
9685,634,3,0.0113,-2788,2788
2212,10056,1,0.0058,-5371,5371
3556,4999,1,0.00593,-5307,5307
3556,4999,2,0.00672,-4690,4690
7192,4790,1,0.00636,-4888,4888
7192,4790,2,0.007211,-4337,4337
7192,6906,1,0.02286,-1375,1375
7192,1835,1,0.02518,-1250,1250
7192,5757,1,0.02114,-1447,1447
7192,4299,1,0.08856,-354,354
7192,8517,1,0.00249,-12252,12252
7192,11609,1,0.01643,-1910,1910
7192,4437,1,0.0017,-18399,18399
3788,281,1,0.065849,-475,475
710,10802,1,0.02131,-1469,1469
710,12871,1,0.07469,-411,411
710,9296,1,0.052169,-581,581
11583,4519,1,0.03969,-788,788
11583,3527,1,0.00661,-4738,4738
11583,8095,1,0.024659,-1241,1241
9391,4435,1,0.020419,-1534,1534
9391,5691,1,0.00314,-9976,9976
9391,13022,1,0.01301,-2409,2409
9391,13022,2,0.01325,-2366,2366
1185,6675,1,0.00556,-5610,5610
1185,6061,1,0.01809,-1737,1737
1185,4880,1,0.02853,-1098,1098
8038,3401,1,0.072151,-432,432
8038,1984,1,0.02556,-1220,1220
8038,4090,1,0.0493,-626,626
8038,2729,1,0.04995,-620,620
8038,12978,1,0.05113,-599,599
12552,10790,1,0.001159,-25264,25264
12552,9030,1,0.00105,-29393,29393
4966,1385,1,0.001271,-24306,24306
2975,6741,1,0.01194,-2637,2637
2975,6661,1,0.01184,-2663,2663
2975,7515,1,0.00426,-7392,7392
7389,3010,1,0.01168,-2695,2695
7389,6661,1,0.01046,-3010,3010
7389,5150,1,0.00417,-7549,7549
3790,2115,1,0.00069,-44610,44610
11917,8496,1,0.00488,-6392,6392
11917,6101,1,0.00511,-6111,6111
11917,4521,1,0.003539,-8784,8784
11917,4521,2,0.003781,-8261,8261
11917,4352,1,0.00111,-25671,25671
11917,10961,1,0.00113,-25386,25386
11917,8724,1,0.00843,-3668,3668
11917,13022,1,0.01975,-1588,1588
2441,9437,1,0.00105,-26216,26216
2903,2016,1,0.00064,-48510,48510
3086,2581,1,0.004419,-7088,7088
9315,2581,1,0.004331,-7213,7213
6911,4108,1,0.008289,-3766,3766
7274,13490,1,0.03502,-900,900
7274,13490,2,0.03781,-834,834
7274,2937,1,0.00605,-5202,5202
7274,7948,1,0.00275,-11447,11447
7274,11927,1,0.01343,-2341,2341
7274,11927,2,0.01552,-2030,2030
11696,1027,1,0.027919,-1119,1119
11696,1162,1,0.008,-3937,3937
11696,2660,1,0.028581,-1090,1090
11696,7985,1,0.05787,-542,542
6265,3540,1,0.020331,-1540,1540
3320,9003,1,0.005,-6241,6241
13572,281,1,0.013219,-2352,2352
13572,4528,1,0.02701,-1159,1159
6860,6666,1,0.00939,-3334,3334
13308,9842,1,0.00131,-20291,20291
12435,5520,1,0.043039,-728,728
12435,5520,2,0.041901,-748,748
12561,4228,1,0.019781,-1572,1572
12561,235,1,0.03149,-992,992
1082,12547,1,0.00107,-26055,26055
10090,7203,1,0.00213,-14377,14377
655,6955,1,0.00425,-7334,7334
2065,8040,1,0.009531,-3289,3289
2065,3942,1,0.015901,-1971,1971
5291,6928,1,0.00312,-9924,9924
1768,2936,1,0.00041,-76837,76837
1574,2936,1,0.00043,-73380,73380
12142,2936,1,0.00039,-80755,80755
12250,2936,1,0.00038,-82867,82867
2008,5132,1,0.004151,-7473,7473
6674,5132,1,0.00381,-8069,8069
4438,934,1,0.004341,-7210,7210
4438,934,2,0.00405,-7718,7718
7324,6661,1,0.0275,-1146,1146
7324,4416,1,0.01677,-1873,1873
1100,1361,1,0.00807,-3905,3905
1100,1361,2,0.00823,-3830,3830
1100,7219,1,0.01146,-2741,2741
1100,7219,2,0.01298,-2425,2425
1100,5846,1,0.01585,-1984,1984
1100,4194,1,0.02781,-1133,1133
5520,267,1,0.02831,-1091,1091
5520,3199,1,0.03401,-919,919
9969,6047,1,0.0597,-517,517
8345,10214,1,0.06087,-508,508
12745,10970,1,0.032831,-954,954
12745,3540,1,0.033229,-938,938
5600,7985,1,0.03625,-846,846
5600,11395,1,0.05645,-547,547
7320,9331,1,0.002271,-13719,13719
7576,6011,1,0.01089,-2878,2878
7576,6011,2,0.012521,-2504,2504
7576,11295,1,0.014229,-2198,2198
7576,10636,1,0.00164,-19023,19023
7576,3550,1,0.00169,-18424,18424
7779,11074,1,0.051211,-616,616
8208,6738,1,0.001479,-20686,20686
2271,8175,1,0.00625,-5012,5012
4610,4974,1,0.015581,-1997,1997
8802,8629,1,0.00739,-4243,4243
5445,12511,1,0.01038,-3034,3034
5445,11017,1,0.01017,-3094,3094
5445,13480,1,0.01431,-2198,2198
5445,2218,1,0.02021,-1555,1555
1829,6290,1,0.058841,-527,527
9843,3627,1,0.01241,-2537,2537
9843,3627,2,0.014,-2252,2252
9843,3383,1,0.00845,-3731,3731
9843,3383,2,0.00861,-3662,3662
9843,6297,1,0.01057,-2974,2974
9843,5315,1,0.01122,-2807,2807
9843,10081,1,0.02584,-1218,1218
13380,7458,1,0.007841,-3996,3996
13380,7458,2,0.008099,-3866,3866
705,10497,1,0.068479,-456,456
13490,2424,1,0.00033,-95544,95544
13490,13136,1,0.00029,-108858,108858
13490,12835,1,0.00892,-3531,3531
13490,13130,1,0.01526,-2062,2062
8642,11395,1,0.036021,-868,868
4529,2946,1,0.033719,-930,930
4529,1507,1,0.034919,-895,895
426,7134,1,0.00139,-21921,21921
426,1548,1,0.0015,-20446,20446
426,6955,1,0.004461,-6998,6998
2863,7605,1,0.040591,-768,768
2863,169,1,0.008349,-3736,3736
2863,169,2,0.009669,-3241,3241
3194,8360,1,0.006039,-5101,5101
11029,9593,1,0.01261,-2477,2477
11029,1228,1,0.0095,-3278,3278
13162,13033,1,0.0497,-633,633
13162,6605,1,0.0087,-3592,3592
13162,5011,1,0.01524,-2054,2054
13162,5011,2,0.015539,-2016,2016
13162,5011,3,0.01631,-1910,1910
13162,9593,1,0.019521,-1599,1599
13162,3560,1,0.0023,-13522,13522
13162,9677,1,0.00268,-11682,11682
8182,9274,1,0.00049,-53974,53974
1549,9274,1,0.000349,-84816,84816
2580,6212,1,0.00327,-9642,9642
1153,3034,1,0.00561,-5557,5557
1153,3034,2,0.00549,-5672,5672
1153,11003,1,0.01976,-1593,1593
1153,9849,1,0.019331,-1628,1628
3262,9938,1,0.02581,-1209,1209
3262,1113,1,0.025961,-1193,1193
4714,1554,1,0.02098,-1501,1501
4714,8710,1,0.02148,-1467,1467
4714,13408,1,0.04991,-630,630
4714,1356,1,0.01361,-2314,2314
4714,1356,2,0.0153,-2061,2061
4714,7219,1,0.03022,-1040,1040
2203,10795,1,0.074151,-390,390
2203,10008,1,0.058711,-524,524
2203,12559,1,0.102979,-297,297
2203,4581,1,0.04049,-747,747
2203,3832,1,0.066719,-454,454
2203,6290,1,0.07462,-411,411
2203,6646,1,0.03251,-937,937
2203,6217,1,0.086031,-361,361
12750,55,1,0.02137,-1458,1458
12750,4110,1,0.008,-3902,3902
12750,4110,2,0.007831,-3982,3982
12750,301,1,0.00294,-10610,10610
12750,6189,1,0.003289,-9305,9305
3406,2740,1,0.016539,-1894,1894
3406,8030,1,0.020901,-1497,1497
11190,333,1,0.001211,-25736,25736
2111,1980,1,0.000479,-64786,64786
10260,10411,1,0.029469,-1054,1054
10260,4848,1,0.011289,-2757,2757
1765,235,1,0.01289,-2413,2413
8957,3522,1,0.00037,-78436,78436
13033,5559,1,0.01562,-1991,1991
8586,8106,1,0.012331,-2510,2510
8586,11222,1,0.023289,-1341,1341
8586,2392,1,0.006039,-5190,5190
5875,2184,1,0.00075,-35710,35710
262,2184,1,0.00069,-38599,38599
4279,5028,1,0.035521,-879,879
12839,1314,1,0.03468,-904,904
12839,1314,2,0.0067,-4562,4562
12839,4994,1,0.031419,-979,979
4790,4916,1,0.012909,-2411,2411
7709,26,1,0.000961,-31376,31376
7709,26,2,0.001409,-21862,21862
7709,2217,1,0.0157,-1996,1996
7709,9004,1,0.00306,-10244,10244
7709,7132,1,0.0083,-3768,3768
7709,7942,1,0.00787,-3966,3966
8106,8251,1,0.01538,-2016,2016
5032,7942,1,0.00114,-24252,24252
5817,7132,1,0.00111,-24653,24653
603,5664,1,0.03837,-817,817
9181,5011,1,0.008349,-3696,3696
2946,592,1,0.03188,-978,978
4273,13274,1,0.001461,-20925,20925
4273,13274,2,0.001521,-20403,20403
13274,3559,1,0.016841,-1846,1846
13274,11931,1,0.012729,-2458,2458
2919,11004,1,0.00461,-6825,6825
2919,11004,2,0.0047,-6697,6697
6011,6400,1,0.01401,-2230,2230
6011,3310,1,0.00887,-3526,3526
6011,4121,1,0.02743,-1136,1136
3734,10877,1,0.00776,-3993,3993
10526,13215,1,0.00478,-6600,6600
7834,13215,1,0.00487,-6478,6478
11955,13215,1,0.00435,-7250,7250
9269,13215,1,0.00426,-7402,7402
1748,13215,1,0.00479,-6586,6586
6063,13565,1,0.00076,-40572,40572
6063,11726,1,0.00126,-23949,23949
3484,1162,1,0.074659,-419,419
3484,2660,1,0.058081,-528,528
3484,13034,1,0.003919,-7955,7955
3484,7517,1,0.07768,-400,400
3484,10138,1,0.05355,-582,582
3484,2483,1,0.004289,-7075,7075
7605,12749,1,0.04388,-703,703
7605,247,1,0.067151,-467,467
7605,10895,1,0.04106,-758,758
10768,8652,1,0.02555,-1219,1219
10768,13214,1,0.03462,-900,900
13031,1162,1,0.021591,-1450,1450
13031,1162,2,0.02206,-1420,1420
13031,8821,1,0.016969,-1834,1834
8374,6148,1,0.020021,-1559,1559
12547,2813,1,0.000909,-33783,33783
1976,2813,1,0.00093,-33061,33061
11866,3009,1,0.000289,-96873,96873
7237,12150,1,0.043599,-719,719
7237,6956,1,0.00612,-5098,5098
3028,5280,1,0.020719,-1482,1482
3028,6859,1,0.041039,-749,749
6834,12739,1,0.02011,-1552,1552
6834,12739,2,0.01969,-1584,1584
10431,7917,1,0.00238,-13000,13000
10431,7917,2,0.002419,-12810,12810
12146,8318,1,0.019729,-1587,1587
12146,8318,2,0.02011,-1558,1558
9437,4916,1,0.002831,-11064,11064
9437,8273,1,0.012789,-2437,2437
3401,7229,1,0.092281,-336,336
1271,13444,1,0.000401,-78402,78402
5960,13444,1,0.00044,-71132,71132
9987,3034,1,0.0005,-62725,62725
8251,3785,1,0.007031,-4421,4421
8251,11074,1,0.003159,-9851,9851
8251,11074,2,0.00338,-9225,9225
8251,11074,3,0.004771,-6466,6466
8251,2320,1,0.015039,-2052,2052
1053,1000,1,0.004349,-7239,7239
5174,1000,1,0.003669,-8564,8564
9331,3473,1,0.00701,-4444,4444
9331,3473,2,0.00686,-4533,4533
9331,8605,1,0.0217,-1442,1442
9331,8605,2,0.01924,-1617,1617
9331,8605,3,0.01938,-1606,1606
11532,13448,1,0.02131,-1471,1471
9730,2050,1,0.01956,-1597,1597
7462,8273,1,0.00831,-3769,3769
4275,8605,1,0.008211,-3813,3813
7917,5567,1,0.015271,-2042,2042
7917,11930,1,0.01601,-1956,1956
7917,3638,1,0.0028,-11184,11184
7917,8175,1,0.01238,-2530,2530
7917,8175,2,0.01162,-2683,2683
7917,8175,3,0.010729,-2899,2899
7917,5493,1,0.00526,-5922,5922
7917,8043,1,0.00536,-5818,5818
7917,8360,1,0.01176,-2664,2664
13334,3547,1,0.000591,-52008,52008
1902,1583,1,0.028781,-1090,1090
3998,12207,1,0.03657,-857,857
3998,12329,1,0.019159,-1628,1628
3998,1582,1,0.004461,-7022,7022
3998,10056,1,0.01161,-2694,2694
7232,10048,1,0.003281,-9486,9486
11342,10204,1,0.063669,-473,473
10626,4511,1,0.04751,-637,637
3042,422,1,0.008849,-3515,3515
3042,3602,1,0.07524,-415,415
2316,1109,1,0.00151,-20318,20318
2821,9097,1,0.000531,-54993,54993
5810,1980,1,0.0137,-2258,2258
1361,13477,1,0.01692,-1863,1863
1361,13477,2,0.01462,-2152,2152
1361,2936,1,0.00821,-3837,3837
1361,2936,2,0.00804,-3917,3917
8243,7888,1,0.01272,-2472,2472
8243,13408,1,0.0494,-638,638
8243,10294,1,0.0214,-1473,1473
8243,10294,2,0.02182,-1445,1445
8243,13130,1,0.02063,-1524,1524
12724,11399,1,0.01045,-2976,2976
12724,11077,1,0.021771,-1424,1424
12724,11077,2,0.020539,-1526,1526
12724,6148,1,0.049919,-629,629
13477,6157,1,0.01192,-2639,2639
2184,5760,1,0.049219,-621,621
2184,6955,1,0.01239,-2505,2505
2184,6955,2,0.015169,-2051,2051
6661,4880,1,0.03283,-959,959
6661,4880,2,0.03969,-789,789
1905,4880,1,0.03721,-847,847
5367,3889,1,0.00069,-44610,44610
5367,3889,2,0.000979,-31417,31417
5367,3889,3,0.00082,-36971,36971
5367,4682,1,0.00075,-41087,41087
5367,7157,1,0.01756,-1761,1761
5367,2663,1,0.020659,-1518,1518
10021,8087,1,0.00064,-47512,47512
10021,10282,1,0.000771,-40125,40125
10021,8652,1,0.01981,-1570,1570
10021,13214,1,0.03205,-969,969
1944,9916,1,0.01164,-2683,2683
1944,10301,1,0.018831,-1660,1660
3602,8987,1,0.00281,-11156,11156
130,4954,1,0.02444,-1282,1282
130,4954,2,0.02074,-1500,1500
3034,4780,1,0.001539,-20489,20489
3034,3951,1,0.01111,-2774,2774
3034,9992,1,0.017961,-1734,1734
3034,9849,1,0.030419,-1023,1023
3034,11176,1,0.00126,-24993,24993
13444,1494,1,0.017901,-1752,1752
3522,9030,1,0.00038,-79847,79847
2016,13025,1,0.00494,-5876,5876
2016,11395,1,0.077349,-397,397
11574,7811,1,0.0395,-778,778
11574,10204,1,0.063469,-468,468
11405,4851,1,0.004331,-7240,7240
2797,896,1,0.006229,-4685,4685
9447,1783,1,0.002211,-14149,14149
1152,10204,1,0.06114,-509,509
1152,8620,1,0.061099,-508,508
11161,4436,1,0.016271,-1926,1926
735,4889,1,0.005461,-5703,5703
735,7638,1,0.037039,-826,826
735,1116,1,0.017211,-1815,1815
735,11080,1,0.013651,-2298,2298
3946,4974,1,0.014719,-2097,2097
3946,3180,1,0.022229,-1399,1399
3946,10301,1,0.010211,-3071,3071
6052,1607,1,0.03993,-772,772
6052,5677,1,0.006081,-5072,5072
2507,12511,1,0.01931,-1631,1631
2507,11017,1,0.01968,-1601,1601
2507,11402,1,0.01433,-2200,2200
2507,10071,1,0.01461,-2158,2158
2507,1356,1,0.02012,-1567,1567
2507,1356,2,0.02051,-1537,1537
5664,6586,1,0.042151,-748,748
5664,8754,1,0.00494,-6340,6340
5664,10138,1,0.02426,-1286,1286
1215,2348,1,0.0015,-20980,20980
4360,1158,1,0.00147,-21405,21405
7051,2348,1,0.00172,-18328,18328
2892,1158,1,0.00166,-18979,18979
5683,2348,1,0.00168,-18755,18755
5500,1158,1,0.00172,-18321,18321
1075,1000,1,0.005669,-5499,5499
4178,8175,1,0.00506,-6113,6113
8277,9096,1,0.006539,-4761,4761
7571,7938,1,0.002919,-10736,10736
1027,10399,1,0.03738,-838,838
5596,1346,1,0.006669,-4656,4656
9341,3493,1,0.00661,-4692,4692
281,4299,1,0.0138,-2259,2259
3616,5150,1,0.02677,-1177,1177
3616,4880,1,0.01919,-1641,1641
6666,881,1,0.04413,-708,708
6666,4716,1,0.04725,-666,666
6666,10759,1,0.00837,-3724,3724
4435,9386,1,0.001901,-16227,16227
4435,9386,2,0.00186,-16547,16547
8929,6929,1,0.015099,-2043,2043
4878,9674,1,0.01631,-1921,1921
6416,8183,1,0.01082,-2898,2898
6416,9787,1,0.00818,-3753,3753
6416,9787,2,0.008831,-3514,3514
1875,7861,1,0.014281,-2196,2196
881,897,1,0.01844,-1690,1690
5118,2217,1,0.01819,-1707,1707
2743,3181,1,0.00369,-8460,8460
11858,8605,1,0.00468,-6577,6577
5840,8605,1,0.004771,-6466,6466
12862,897,1,0.01549,-2023,2023
12862,10759,1,0.015151,-2076,2076
8496,7431,1,0.003969,-7834,7834
8496,11073,1,0.00274,-11334,11334
8496,4621,1,0.00306,-10177,10177
8496,5105,1,0.011841,-2635,2635
8496,2251,1,0.010539,-2919,2919
6101,7730,1,0.00351,-8927,8927
7478,13565,1,0.000659,-41796,41796
2957,5601,1,0.0007,-39156,39156
2957,9097,1,0.000531,-57521,57521
2957,2349,1,0.0013,-23719,23719
2957,9125,1,0.000289,-106228,106228
2957,11146,1,0.002151,-14289,14289
2957,3981,1,0.00157,-19583,19583
7414,661,1,0.00277,-11368,11368
7414,661,2,0.00271,-11607,11607
11183,4370,1,0.002081,-15052,15052
11183,4370,2,0.00231,-13595,13595
4621,3349,1,0.00331,-9173,9173
4621,12893,1,0.00336,-9061,9061
3583,12913,1,0.002211,-14120,14120
3789,5121,1,0.00232,-13488,13488
6064,12568,1,0.000271,-115370,115370
885,227,1,0.0101,-3119,3119
885,8070,1,0.01455,-2164,2164
5567,13336,1,0.0098,-3176,3176
5567,13336,2,0.01111,-2817,2817
5567,4620,1,0.001401,-22385,22385
5567,1000,1,0.01725,-1811,1811
5567,8426,1,0.001159,-26969,26969
5567,6929,1,0.01339,-2300,2300
3785,2392,1,0.013521,-2295,2295
13405,13372,1,0.005031,-6238,6238
10182,8105,1,0.00595,-5164,5164
970,2124,1,0.02664,-1183,1183
970,3917,1,0.03721,-847,847
970,6675,1,0.03648,-863,863
970,2294,1,0.00251,-12537,12537
970,2961,1,0.00651,-4833,4833
5234,3083,1,0.041979,-738,738
5234,4077,1,0.0052,-5880,5880
5312,11722,1,0.013909,-2237,2237
5312,3559,1,0.008419,-3697,3697
7888,13130,1,0.00836,-3760,3760
10411,5004,1,0.017789,-1758,1758
10411,1607,1,0.05968,-523,523
10877,11003,1,0.00799,-3892,3892
10877,9849,1,0.014909,-2101,2101
1464,4954,1,0.06406,-487,487
6980,4851,1,0.005331,-5873,5873
12476,6599,1,0.00565,-5568,5568
12299,10746,1,0.019479,-1610,1610
12299,10746,2,0.019151,-1635,1635
12299,4108,1,0.02288,-1328,1328
5922,10761,1,0.014901,-2086,2086
5922,8338,1,0.01362,-2243,2243
10737,3559,1,0.01188,-2614,2614
10737,11276,1,0.00357,-8692,8692
10944,2259,1,0.000969,-31852,31852
13234,4953,1,0.000539,-57640,57640
2581,9334,1,0.0263,-1167,1167
6778,8788,1,0.001901,-15773,15773
2454,5222,1,0.000669,-43532,43532
11278,5677,1,0.00064,-46697,46697
13573,4916,1,0.00105,-29820,29820
12343,12945,1,0.020729,-1506,1506
12343,12495,1,0.003151,-9896,9896
12343,12495,2,0.00331,-9471,9471
8203,9710,1,0.017479,-1792,1792
8203,1694,1,0.01895,-1649,1649
8203,9799,1,0.036521,-853,853
8203,13294,1,0.032169,-968,968
8203,10645,1,0.02262,-1374,1374
5112,9274,1,0.05814,-534,534
5112,1445,1,0.0368,-834,834
5112,5545,1,0.00181,-17314,17314
4684,9611,1,0.00726,-4294,4294
12744,1086,1,0.051669,-597,597
227,3090,1,0.02279,-1381,1381
11066,5760,1,0.01443,-2168,2168
11066,10062,1,0.008479,-3673,3673
3627,9059,1,0.01433,-2197,2197
3627,9059,2,0.01402,-2244,2244
7129,5386,1,0.052841,-581,581
3383,9059,1,0.02739,-1150,1150
3383,9059,2,0.02681,-1174,1174
3383,6081,1,0.02056,-1534,1534
3383,1859,1,0.01124,-2802,2802
5616,247,1,0.00818,-3821,3821
247,9412,1,0.05561,-564,564
6400,11592,1,0.00763,-4102,4102
6400,820,1,0.00182,-17232,17232
6400,13097,1,0.0002,-155017,155017
6400,13097,2,0.000195,-157839,157839
6400,6228,1,0.022651,-1379,1379
5678,4954,1,0.02319,-1340,1340
5678,1252,1,0.014021,-2178,2178
10292,3083,1,0.01582,-1979,1979
12835,13130,1,0.00784,-4019,4019
4954,11395,1,0.01813,-1694,1694
4954,11395,2,0.02144,-1435,1435
9839,4212,1,0.000219,-111427,111427
12014,4212,1,0.000211,-121741,121741
6508,4212,1,0.000211,-121741,121741
2937,8710,1,0.02591,-1212,1212
9847,3455,1,0.008539,-3657,3657
7687,10989,1,0.015969,-1961,1961
10299,13324,1,0.000281,-93122,93122
8103,3181,1,0.000281,-91583,91583
5004,11774,1,0.00774,-4017,4017
934,9289,1,0.06739,-463,463
934,3940,1,0.00463,-6761,6761
934,12691,1,0.009599,-3197,3197
11399,6148,1,0.021659,-1438,1438
2124,8404,1,0.00749,-4206,4206
158,9674,1,0.00926,-3384,3384
158,8788,1,0.013081,-2386,2386
2492,10989,1,0.010961,-2854,2854
4780,11176,1,0.00036,-87233,87233
261,282,1,0.000409,-66610,66610
12568,8498,1,0.001659,-18651,18651
12568,7793,1,0.024919,-1239,1239
11823,10309,1,0.02413,-1307,1307
11823,13067,1,0.02458,-1283,1283
11823,10059,1,0.00256,-12298,12298
11823,10059,2,0.00243,-12936,12936
11823,2849,1,0.02266,-1392,1392
11823,2849,2,0.02098,-1503,1503
11823,12512,1,0.01074,-2932,2932
12945,12495,1,0.02611,-1200,1200
320,9913,1,0.02063,-1505,1505
320,9913,2,0.018271,-1688,1688
320,1686,1,0.00462,-6680,6680
320,3702,1,0.00389,-7921,7921
320,9799,1,0.039,-804,804
11722,11276,1,0.0208,-1508,1508
11722,11276,2,0.01926,-1627,1627
11722,1493,1,0.01314,-2361,2361
10407,11515,1,0.00869,-3594,3594
12397,10852,1,0.004021,-7698,7698
12397,7112,1,0.007479,-4149,4149
3995,2508,1,0.005771,-5439,5439
3995,2508,2,0.006539,-4811,4811
1850,9183,1,0.025599,-1203,1203
1850,10204,1,0.02343,-1305,1305
3917,2564,1,0.01994,-1580,1580
3917,4880,1,0.03218,-980,980
6675,4880,1,0.03154,-999,999
6924,8338,1,0.01982,-1583,1583
1563,5545,1,0.000521,-59909,59909
1981,8095,1,0.00069,-45315,45315
6274,6715,1,0.016419,-1898,1898
10303,7195,1,0.001229,-24666,24666
10303,5499,1,0.000711,-42288,42288
3547,13332,1,0.00099,-31635,31635
13302,8040,1,0.00689,-4522,4522
10058,10485,1,0.03045,-999,999
7866,11774,1,0.004531,-6871,6871
7866,11774,2,0.00474,-6583,6583
8572,5921,1,0.008349,-3663,3663
4416,12272,1,0.01651,-1905,1905
1314,9296,1,0.044211,-689,689
1314,9296,2,0.03989,-776,776
1314,3424,1,0.066961,-449,449
1314,5844,1,0.06661,-467,467
5763,2348,1,0.00534,-5902,5902
9938,1653,1,0.00063,-47123,47123
9938,11114,1,0.000581,-50874,50874
5914,5872,1,0.00063,-45791,45791
2274,2007,1,0.035659,-878,878
4504,5395,1,0.007901,-3905,3905
7638,3180,1,0.020581,-1508,1508
7638,11931,1,0.016349,-1893,1893
7638,2104,1,0.016669,-1860,1860
4002,12559,1,0.000659,-46722,46722
9372,1607,1,0.035659,-868,868
9372,5722,1,0.042169,-731,731
6512,6937,1,0.00652,-4819,4819
6512,3448,1,0.02281,-1381,1381
4974,7761,1,0.00956,-3255,3255
4974,7761,2,0.00981,-3175,3175
4974,1116,1,0.01599,-1957,1957
4974,1116,2,0.01631,-1920,1920
1554,2936,1,0.02124,-1478,1478
1554,2936,2,0.02023,-1555,1555
