bus,demand
3982,0.3
3983,189.4
3986,129.5
3988,55.16
3991,3
3992,54.56
3993,16.7
3996,100.7
3998,274.198
3999,8.91
4001,10.11
4002,0.078843
4003,1.7173
4006,24.63
4007,69.08
4008,31.33
4010,390.8
4014,327.4
4015,72
4016,27.53
4018,6.91
4019,97
4023,32.94
4030,205.8
4031,1.13918
4033,0.040549
4034,76.6
4035,22.02
4037,81.19
4038,0.0785
4051,8.91
4055,166.7
4064,46.55
4065,7.41
4070,3.8
4071,75.7738
4072,31.28
4075,0.038874
4076,330.9
4077,0.057699
4078,0.020032
4079,25.13
4080,179
4081,21.22
4082,42.25
4086,40.14
4088,453.23
4092,-6.45041
4093,0.080375
4094,-12.33
4095,0.234854
4096,7.11
4097,4.2
4099,192.3
4100,-57
4103,17.72
4104,157.239
4105,37.73
4106,30.03
4107,46.35
4109,235.458
4110,134.1
4111,18.8
4113,59.32
4115,33.36
4117,69.28
4118,24.13
4119,29.93
4121,43.6693
4122,13.82
4124,46.2
4125,-7.47
4127,205.9
4128,282.5
4131,57.66
4147,151
4148,23.43
4149,227
4150,0.115534
4165,0.019473
4168,133.7
4169,0.37905
4172,255.8
4173,241
4174,203.8
4175,-9.87
4179,10.91
4180,46.25
4184,51.96
4189,63.47
4198,37.24
4199,-669.84
4201,34.04
4204,0.700348
4205,19.92
4210,61.97
4215,0.039814
4216,230.7
4218,17.8342
4219,70.08
4221,43.15
4224,16.72
4227,0.26
4228,103
4230,17.8197
4231,10.91
4236,41.95
4241,-21.38
4243,215.7
4244,-632.1
4247,16.22
4248,104.6
4249,94.3
4251,4.81
4257,81.19
4258,16.72
4260,-0.45
4262,0.1
4263,82.6
4265,-0.13
4268,93.5
4271,20.9
4272,4.4
4275,112.51
4276,9.31
4277,30.33
4279,97.82
4280,0.526076
4281,65.47
4283,53.8794
4291,5.81
4293,13.9
4295,0.040033
4296,26.83
4297,17.35
4299,137.311
4303,-10.2913
4304,27.03
4306,629.06
4311,0.223411
4312,17.72
4313,5.81
4316,101.24
4317,31.84
4318,195.727
4319,17.02
4320,48.8
4321,139.6
4322,87.73
4323,435.2
4325,340.16
4329,87.6
4330,109.159
4333,146.959
4335,80.8
4336,33.34
4338,0.685544
4340,2.2
4341,12.81
4342,-2.35
4346,30.23
4349,0.100924
4352,74.38
4357,0.176454
4360,0.57572
4361,28.769
4362,78.59
4363,6.61
4365,41.15
4368,0.70365
4369,116.93
4370,221
4372,0.176371
4373,96.4295
4381,118.4
4383,26.93
4388,2.2
4389,118.4
4394,25.93
4396,-0.358451
4399,0.224497
4401,182.14
4402,1.4
4404,22.5
4407,84.09
4409,-14.85
4412,493.4
4413,8.71
4414,38.64
4415,71.28
4416,-15.25
4418,55.86
4419,119.7
4420,272.3
4421,566.1
4435,70.7331
4438,92.9
4441,100.7
4444,4
4445,30.33
4446,164
4447,14.02
4450,0.298417
4462,567.97
4463,301.062
4464,64.67
4466,49.2704
4468,0.116426
4469,159.9
4471,15.22
4472,0.038802
4475,28.63
4476,11.21
4477,4.1
4478,69.78
4479,30.8099
4482,128.11
4486,380.9
4489,65.07
4490,125.2
4491,0.06
4492,2.3
4493,30.63
4498,-0.19
4500,7
4503,36.4403
4504,0.019653
4506,52.7606
4508,99.9
4510,0.101997
4511,242.16
4515,115.5
4519,104.78
4520,1.03452
4521,58.97
4523,0.348552
4524,3.5
4525,285.894
4527,-14.9
4528,56.1763
4529,278.384
4531,56.86
4532,7.61
4536,20.72
4538,91.7
4542,19.82
4544,49.86
4556,80.09
4557,40.36
4558,8.31
4559,0.056825
4560,68.68
4562,19.02
4564,149
4565,123.8
4566,0.019918
4567,205.176
4568,0.912692
4569,136.7
4570,10.8411
4571,59.98
4574,8.31
4575,0.120069
4579,-16.5
4581,184.91
4582,11.11
4586,39.64
4587,13.84
4589,0.22
4593,132.9
4595,39.34
4596,180.2
4597,23.63
4601,31.94
4605,0.058973
4606,9.51
4608,14.12
4609,-20.92
4610,107
4613,75.58
4615,0.058106
4620,14.01
4621,127.8
4625,104.5
4628,398
4629,15.92
4632,86.2
4636,0.354092
4638,0.343964
4640,146.7
4641,98.01
4645,2.3
4660,63.07
4661,73.58
4667,165.24
4669,341.429
4672,76.38
4674,9.01
4682,0.039193
4684,177.3
4685,81.2
4687,0.233641
4689,0.242346
4700,251.3
4701,133.9
4705,374.381
4706,-38.7613
4708,-6.58
4711,0.239102
4712,16.42
4714,-5.06
4716,132
4717,89
4730,20.9
4731,113
4732,84.19
4735,81.79
4736,142.862
4744,-11.71
4748,83.6
4749,87
4750,0.2166
4754,9.24778
4756,0.019362
4765,176.7
4769,0.668421
4776,165.59
4778,9.58247
4782,-1.57041
4783,66.7296
4787,10.61
4788,1.8
4790,180.7
4794,0.118845
4795,0.470875
4797,178.62
4799,27.8
4800,-0.57
4801,11.01
4802,0.113921
4803,0.898623
4805,33.14
4806,5.51
4813,22.2331
4815,332.9
4816,33.24
4817,72.08
4818,34.9
4821,13.9
4822,0.573452
4826,149.3
4827,0.039049
4829,-10.11
4831,5.80555
4832,-0.2
4833,31.23
4835,59.7
4836,50.56
4839,120.4
4842,78.2486
4848,70.5205
4850,219.905
4852,14.72
4853,2.3
4854,13.62
4860,-10.59
4863,34.04
4865,120.54
4866,67.4
4867,48.8
4868,236.2
4869,36.8888
4872,379.562
4873,46.85
4874,2
4875,18.02
4876,38.8161
4877,379.9
4878,83.29
4880,0.040009
4881,38.04
4883,0.114098
4884,1.3
4885,20.32
4894,0.185125
4895,36.54
4906,155.8
4907,0.089212
4908,0.090774
4909,3.8
4911,143.79
4913,3.4
4915,0.039148
4919,0.5
4920,156.2
4921,322.342
4923,15.22
4927,77.49
4930,13.9
4933,50.76
4935,50.06
4936,8.31
4937,115
4940,47.15
4947,4.61
4950,-0.2
4951,0.060584
4953,91.8591
4954,88.8
4955,93.7
4956,-5.74587
4960,27.13
4965,103.1
4969,23.23
4970,115
4971,234.2
4972,140.93
4973,-0.76
4975,108.7
4978,52.06
4979,29.43
4981,19.42
4984,78.09
4986,14.72
4991,1.9
4992,6.71
4993,11.51
4994,24.23
4995,173.1
4996,11.5
4997,0.171753
4999,1.1914
5001,146.9
5003,90.2
5004,77.19
5005,0.113531
5006,39.05
5010,179.8
5011,315.211
5015,140.139
5016,9.7
5020,0.29461
5021,54.96
5024,5.11
5026,-7.63
5027,271.43
5032,137.4
5033,20.82
5035,15.63
5040,-18.8
5041,25.63
5042,23.13
5043,4.2
5044,76.6
5046,0.039816
5047,119.1
5048,43.75
5049,209.5
5066,7.71
5067,1.5
5068,3.8
5079,123.1
5080,18.72
5081,18.02
5087,23.93
5093,22.12
5094,-3.4
5095,119.439
5096,0.236401
5097,142.5
5098,22.02
5100,3.9
5102,4.61
5103,16.32
5104,36.34
5105,55.66
5108,12.51
5110,15.92
5112,473.458
5113,12.1301
5114,226.3
5115,0.243936
5118,99.3
5119,100.5
5120,138.5
5124,94.2
5139,0.081141
5140,0.491069
5141,23.63
5149,65.64
5150,0.54037
5152,-0.64
5153,123.839
5154,102.7
5161,7.01
5172,29.93
5173,0.041301
5174,33.34
5180,118.5
5181,7.81
5183,159.1
5184,8.61
5186,-0.48
5190,97
5191,6.01
5201,4.2
5203,0.115596
5205,0.136871
5209,0.174825
5211,387.34
5217,362.2
5219,31.23
5220,87.2
5221,41.65
5224,4.1
5227,152.5
5230,31.43
5231,6.31
5232,392.8
5234,19.7585
5235,5.21
5237,30.6
5238,225.556
5239,19.04
5240,0.161328
5241,8.31
5247,24.43
5248,1.4
5249,-38.7
5251,277.72
5253,0.393538
5255,-10.61
5256,353.1
5257,0.019671
5258,115.04
5259,0.040038
5265,37.54
5266,46
5268,13.9
5272,102.7
5273,-17.6903
5280,31.43
5283,11.91
5285,68.78
5288,129.24
5293,86.6
5295,124.3
5296,0.117165
5297,194.3
5298,95.1
5300,-28.13
5312,217.859
5315,152.5
5318,9.21
5321,108.43
5329,11.3487
5334,35.14
5336,59.1677
5337,21.12
5344,70.5922
5346,34.34
5349,24.7101
5351,21.52
5355,-12.3
5373,30.33
5374,1.3
5375,0.058227
5376,-5.01
5377,0.039787
5378,42.55
5379,32.24
5380,0.709066
5381,1.5
5386,13.1393
5390,61.4
5393,20.72
5394,114.8
5395,138.518
5396,131
5402,1.2949
5404,0.573222
5407,50.2
5409,295.4
5412,141.5
5415,28.03
5417,22.83
5419,132.659
5421,95
5422,5.51
5424,24.83
5425,1.7
5427,2.5
5429,28.93
5430,182.3
5431,52.79
5434,0.1
5436,-17.62
5437,0.172737
5438,223.681
5441,16.4
5443,0.473225
5445,-32.71
5446,74.6194
5447,16.62
5448,-4.86
5450,5.72745
5453,120.7
5454,2.5
5457,0.019585
5458,32.1
5461,0.040055
5462,-0.19
5465,24.03
5469,115.3
5470,85.1
5472,179.4
5474,104.02
5477,65.1
5478,0.683996
5479,0.0588
5480,0.090774
5481,16.52
5482,165.3
5483,-32.04
5485,2.3
5486,0.090774
5487,-24.87
5489,51.36
5492,45.15
5493,42.48
5495,18.42
5496,0.338604
5497,40.44
5500,0.708649
5501,122.3
5502,71.4193
5504,93.9
5505,24.03
5506,34.1791
5507,39.44
5508,194.6
5509,0.038572
5511,69.6771
5513,7.61
5515,0.345747
5516,-24.93
5518,35.54
5519,4
5520,83.49
5521,0.115739
5522,181.1
5524,71.08
5525,338.22
5526,119.1
5527,37.84
5529,4
5532,18.02
5533,46.9
5535,33.04
5536,42.25
5537,19.82
5538,0.157271
5539,34.14
5541,2.2
5547,201.4
5550,77.19
5553,8.41
5554,52.46
5555,162.42
5557,46.35
5558,27.8
5560,80.56
5561,23.93
5564,24.63
5565,0.060373
5566,105.518
5567,63.67
5568,-1.9
5569,0.019548
5571,2.8
5572,272.539
5574,39
5577,2.37921
5579,0.181549
5580,23.3
5582,39.34
5583,10.11
5584,-0.5
5586,5.01
5588,0.548295
5589,90.6
5590,-9.75
5591,159.9
5595,226
5596,130.5
5597,16.32
5598,77.49
5600,35.66
5601,44.45
5603,5.31
5604,105.837
5617,-22.0885
5618,40.5
5620,18.82
5625,130.1
5626,14.22
5633,180.4
5635,44.15
5636,36.74
5638,89.1
5639,33.04
5642,44.3995
5643,0.117943
5644,6.41
5646,123.9
5647,12.91
5648,16.7
5650,6.81
5651,123.09
5655,73.1196
5659,0.224609
5661,85.5
5662,-38.73
5663,28.03
5669,28.03
5673,-18.32
5678,201.06
5680,-8.43
5683,0.574645
5684,12.8
5685,50.06
5686,-2835.7
5687,77
5688,63.67
5689,51.26
5690,11.61
5691,102.139
5692,31.73
5694,-1.01275
5696,-28.13
5700,56.26
5701,4.4
5709,0.019798
5710,94.3
5711,-49.05
5712,0.161274
5713,-10.41
5717,4.61
5719,0.090774
5720,19.62
5725,-272.2
5726,33.04
5727,23.43
5733,121.5
5734,5.11
5735,0.057583
5737,20.12
5738,211.1
5740,0.166443
5744,5.31997
5749,0.22295
5752,-3.3
5754,143.9
5756,16.32
5758,0.086633
5760,66.7092
5762,20.32
5763,-11.8
5766,67.78
5767,0.232844
5768,39.34
5773,0.343686
5774,11.11
5775,227.4
5778,-2.3
5779,89.3
5780,75.78
5783,29.73
5784,124.9
5785,105.2
5786,2.45859
5789,0.27075
5790,37.94
5795,101.1
5796,83.19
5798,27.9
5799,61.5698
5800,1.1
5801,90.5
5806,20.02
5807,74.3191
5808,0.096503
5809,0.4
5810,90.6433
5811,5.11
5813,310.8
5815,-0.19
5818,25
5819,0.079227
5823,42.35
5824,19.42
5827,128.039
5828,1.3
5829,4.2
5833,220.7
5834,3.9
5835,-0.18
5837,5.11
5839,218.559
5840,70.18
5841,3.10527
5843,-0.18
5844,148
5845,159.5
5846,-2.09
5851,13.9
5852,0.359411
5853,130.5
5854,-24.4883
5855,28.63
5857,77.19
5859,14.15
5860,0.039173
5861,90.5
5862,22.73
5863,84.79
5865,76.6
5866,7.01
5867,262.329
5869,34.64
5870,119.9
5872,36.34
5873,-7.91
5874,148.919
5875,26.13
5877,110.8
5878,25.23
5879,18.2
5888,171.18
5890,-0.18
5891,76.6
5892,7.25596
5893,22.9877
5894,92.3
5895,144.8
5899,0.037721
5903,449.4
5906,-8.59961
5908,394.9
5910,158.8
5913,0.096569
5915,1.99076
5917,93.7198
5918,20.92
5919,67.27
5922,265.7
5923,54.96
5925,5.51
5926,58.56
5938,37.24
5941,8.9
5942,76.6
5943,1.9
5945,0.233271
5950,27.57
5951,0.038161
5953,32.84
5954,24.93
5959,347.7
5960,123.139
5962,74.78
5968,44.35
5970,6.31
5971,2.5
5972,131.35
5974,14.72
5975,111.4
5980,18.22
5981,79.3303
5983,35.44
5986,4.2
5993,131.482
5995,0.080273
5996,2.5
5997,0.119927
6000,0.16
6010,113
6011,136.292
6012,0.117038
6013,62.7
6018,195.2
6019,204
6022,40.24
6024,226.106
6026,65.27
6027,47.65
6029,61.67
6030,173
6032,128
6033,5.31
6035,40.34
6036,0.5
6037,4.2
6043,13.01
6044,0.009025
6045,64.77
6047,9.91
6050,2.2
6052,0.039884
6054,-0.54
6056,0.18226
6059,230.42
6060,44.05
6061,0.039589
6063,39.14
6064,0.060014
6065,132.4
6069,40.0712
6070,25.43
6071,145.8
6074,52.6
6077,13.64
6078,137.8
6081,-0.62
6083,11.11
6084,310.2
6086,128.18
6094,6.71
6099,91.4
6104,110.7
6105,153.4
6106,0.2
6108,121.4
6109,175.2
6111,29.03
6113,27.2608
6115,325.2
6117,113.4
6118,200.19
6119,62.07
6122,7.91
6124,0.019597
6125,34.9
6128,1.09874
6129,144.5
6131,20.22
6133,0.349725
6134,0.058236
6136,195.6
6137,29.7759
6142,-42.25
6143,26.73
6145,0.119513
6146,0.090774
6147,59.17
6148,200.65
6150,12.71
6151,0.497694
6154,1111.14
6157,-3.2
6158,9.01
6164,50.3
6169,172.5
6172,54.32
6173,318.441
6174,53.86
6175,5.11
6177,52.46
6178,5.81
6181,67.5065
6184,-2.21223
6185,0.01953
6187,149
6188,-806.3
6190,-0.17
6191,0.1161
6197,27.63
6198,6.73
6206,-20.56
6209,119.359
6211,57.76
6214,11.01
6216,14.26
6222,19.52
6228,190.7
6229,44.35
6231,269.22
6232,188.48
6233,72.18
6234,24.93
6235,24.23
6236,33.54
6238,57.06
6239,-10.71
6240,47.15
6242,105
6243,44.55
6244,2.7
6246,100.42
6247,9.51
6248,0.019898
6253,-11.81
6257,61.4
6258,70.78
6259,303.7
6260,24.93
6261,145.835
6263,66.97
6264,184.7
6265,70.78
6266,35.49
6267,5.71
6270,5.5
6271,9.96304
6273,11.91
6275,35.84
6281,22.22
6283,214.4
6284,124.8
6286,-253.24
6287,0.5
6290,197.7
6293,80.59
6294,199.6
6295,-0.18
6297,165.3
6300,26.63
6301,46.55
6303,81.49
6304,2.5
6307,30.53
6308,90.5
6309,2.4
6310,42.45
6312,131.7
6313,33.5
6315,60.07
6316,-0.251254
6318,8.91
6319,11.41
6320,133.4
6321,26.13
6322,-113.33
6323,-9.01
6330,51.06
6333,50.36
6338,19.52
6340,366.6
6342,10.81
6343,0.054465
6348,96.2
6349,269.9
6350,0.040436
6356,0.120861
6362,0.569185
6364,0.135375
6365,193.1
6366,0.699934
6367,92.4197
6374,18.62
6375,14.32
6376,39.94
6377,43.55
6379,68.48
6381,57
6382,31.2
6385,24.13
6386,0.116759
6388,163.63
6389,165.8
6390,-0.73
6392,65.07
6393,22.12
6394,235
6396,3.7
6397,5.11
6399,20.82
6400,220.83
6410,1.3
6411,-13.71
6412,8.3
6413,23.23
6414,-1235.46
6415,0.255719
6416,306.912
6419,72.28
6424,0.038061
6425,0.174934
6426,37.6
6437,-67.31
6439,35.24
6441,17.82
6442,33.74
6443,60.97
6444,16.7
6445,10.91
6446,0.26
6450,62.07
6453,0.135375
6457,0.27735
6458,0.278651
6460,193
6461,0.194155
6462,266
6463,0.224562
6467,35.24
6469,-15.02
6470,99.1
6474,25.5115
6475,45.05
6479,19.4
6482,303.6
6483,30.03
6484,117.4
6492,32.84
6493,77.19
6497,485.5
6499,296.8
6501,0.03995
6502,11.21
6503,40.1714
6504,39
6506,19.52
6509,142.5
6510,97
6511,60.07
6514,0.17
6515,5.51
6516,13.82
6517,141.318
6518,1.3
6519,31.5903
6520,5.21
6521,16.52
6522,-73.4756
6523,0.452023
6525,27.6479
6526,28.13
6528,32.8
6529,140.2
6530,98.2
6531,1
6533,52.6
6537,55.7
6538,413
6540,-14.83
6549,22.42
6551,0.057073
6552,88.5
6553,5.71
6559,227.6
6561,37.44
6565,49.45
6568,24.93
6569,-0.2
6570,0.287402
6572,0.5735
6575,0.039781
6577,69.78
6579,1.11945
6581,71.88
6586,-6.34595
6588,15.32
6590,336.3
6592,0.304554
6595,0.587783
6596,80.09
6597,199.3
6598,72.1711
6599,-37.34
6600,0.078724
6603,20.72
6604,170.1
6605,95.51
6613,219.64
6615,55.98
6617,75.38
6618,74.98
6626,0.236449
6627,7
6629,12.91
6632,160
6634,97.5
6636,349.6
6637,91.1
6638,114.2
6643,41.0891
6644,268.56
6645,3.2
6646,48.48
6647,113.6
6648,15.32
6652,5.11
6653,406.869
6655,3.2
6656,0.199592
6657,7.71
6658,-14.82
6659,-15.88
6668,21.12
6669,2.8
6672,20.02
6677,-8.71
6678,179.8
6679,119
6681,48.45
6682,138.2
6683,93
6684,6.41
6685,17.02
6687,13.92
6688,101
6692,130.5
6694,-9.87
6695,0.20225
6699,77.6294
6700,92.4
6702,0.165633
6703,11.91
6704,73.28
6705,47.95
6706,27.9
6707,-31.26
6708,8.51
6710,311.4
6711,2.2
6712,100.739
6714,19.52
6715,11.01
6716,36.28
6718,13.9
6724,672.815
6725,12.21
6728,5.77
6730,11.2
6733,183.8
6735,20.32
6736,-1.73
6737,84.59
6738,170.9
6743,19.12
6745,38.3765
6746,70.28
6750,10.11
6752,10.11
6755,8.3
6766,42.55
6767,135
6768,37.94
6770,1.9
6772,0.109969
6775,26.03
6776,40.04
6778,0.039145
6779,162.1
6781,44.6
6782,7
6783,194.1
6786,16.7
6787,18.2
6788,21.62
6791,111.1
6796,137.8
6804,75.58
6805,280.738
6813,17.92
6817,1.7
6819,3.7
6821,18.22
6823,0.334497
6825,0.058975
6826,41.75
6827,5.01
6832,28.83
6833,4.61
6834,93.9
6835,68.5754
6837,27.13
6838,16.52
6839,100.62
6840,88.9876
6841,204.26
6843,13.21
6844,390.5
6845,0.304942
6848,-0.58
6849,11.41
6850,0.856326
6851,16.62
6852,91.2
6854,124
6855,0.2
6856,0.442888
6858,25.13
6859,102.7
6860,13.82
6866,84.09
6867,142.798
6869,186.6
6872,16.02
6878,1.34538
6883,29.38
6884,10.81
6887,124.339
6888,15.82
6889,0.147967
6890,25.33
6894,8.81
6895,0.178742
6896,136.8
6897,19.72
6898,0.058489
6899,19.62
6901,59.2
6902,54.76
6904,0.06009
6905,21.42
6906,195.4
6908,14.22
6911,57.46
6914,392.182
6916,97
6917,-2.91
6921,92.1
6922,0.178535
6924,4.91
6925,5.81
6926,2
6927,66.97
6928,3.1
6933,17.8318
6935,0.135375
6940,110.6
6941,0.099501
6943,101.89
6945,0.439289
6946,-0.15
6947,17.12
6950,13.77
6951,2.2
6953,58.97
6954,0.181549
6955,93.3
6957,264
6959,615.8
6960,120.1
6962,101.1
6965,59.17
6968,10.97
6971,0.34708
6972,12.51
6973,64.0141
6974,65.07
6975,173.4
6977,-0.15
6978,31.94
6979,14.92
6980,33.04
6981,121.9
6983,8.41
6984,0.078399
6986,13.9
6989,0.3205
6991,25.0851
6993,87.5986
6995,0.039707
6997,63.27
6999,153.2
7000,0.506518
7001,97.5
7003,-100.896
7004,2.5
7006,40.14
7007,21.02
7008,0.573295
7010,69.78
7012,89.9
7013,71.98
7014,146.9
7016,9.11
7018,336.9
7019,11.41
7023,-9.6
7029,0.252818
7030,3.2
7032,20.12
7034,9.71
7035,118.6
7036,66.67
7037,210.8
7038,39.84
7040,70.0193
7041,151
7043,11.2
7044,141.36
7046,41.25
7048,112.4
7049,270.5
7050,110.2
7051,0.574676
7059,-0.15
7061,183.03
7062,0.009921
7065,0.670574
7069,0.176261
7077,171.9
7078,0.122915
7086,19.22
7089,5.11
7091,34.14
7092,0.11
7093,-10.28
7094,19.82
7095,121.6
7096,151.1
7097,25.23
7098,54.96
7099,0.340119
7101,173.695
7103,0.172715
7104,347.53
7106,58.2915
7107,90.5
7108,0.888989
7112,45.55
7117,125.7
7118,127.9
7120,78.69
7123,261.2
7125,0.09
7126,0.1
7127,-5.88
7131,169
7134,50.56
7135,2.2
7140,65.5
7145,15.42
7147,262.6
7152,230.9
7153,25.73
7154,5.11
7157,135.978
7158,5.11
7161,0.51746
7165,45.45
7166,186.9
7169,16.92
7171,185
7172,25.1
7175,21.62
7177,-7.61
7180,329.7
7181,32.2796
7182,55.7
7184,0.12
7188,1.9
7190,96
7191,17.12
7192,185.719
7193,175.8
7194,125.16
7195,50.06
7196,220.6
7202,-24.03
7203,14.92
7205,10.51
7206,71.6
7207,13.149
7208,15.82
7216,195.3
7217,3.8
7218,46.2
7220,40.04
7221,37.075
7222,2.5
7223,0.049332
7225,-19.22
7226,22.42
7229,124.5
7230,11.61
7231,11.703
7232,56.76
7235,59.67
7237,109.9
7239,36.8601
7241,0.39124
7244,329.7
7246,72.18
7247,0.057201
7248,11.2
7251,67.4091
7253,66.77
7254,52.8194
7255,27.9
7258,2.50379
7260,-119.4
7263,12.91
7264,62.97
7265,29.13
7270,110.7
7271,292.275
7273,0.471049
7275,130
7276,13.9
7278,268.2
7280,-15.89
7281,0.181549
7288,0.198366
7290,4.81
7294,88.4
7295,10.11
7296,9.31
7298,32.5
7299,-22.8
7300,-4.66
7301,11.41
7302,-4.89
7303,0.090774
7305,501.1
7306,58.36
7307,-0.12
7308,0.232315
7309,190.7
7310,0.077493
7312,110
7313,0.090774
7314,-28.14
7315,53.86
7316,27.03
7318,82.49
7319,22.5996
7320,17.87
7321,0.120181
7322,0.287116
7323,-58.77
7326,0.27075
7331,5.11
7332,5.11
7336,70.08
7337,27.13
7341,0.1
7343,159.27
7344,0.03846
7353,162.6
7355,130.213
7357,38.1
7358,-12.92
7359,30.33
7362,174.7
7363,14.32
7364,18.9
7366,93.1
7368,0.038705
7373,20.32
7382,24.33
7383,303.1
7385,11.41
7387,0.073897
7390,4.61
7395,0.181549
7396,21.4013
7398,190
7399,43.45
7400,31.74
7401,0.263214
7402,62.7
7404,295.2
7405,9.51
7406,0.11885
7407,0.029104
7408,25.33
7409,160.6
7411,22.32
7412,0.670766
7413,35.64
7414,0.404001
7415,3.8
7417,-19.07
7418,50.06
7419,36.44
7421,49.8
7422,5.11
7423,148.339
7424,19.12
7425,0.037961
7429,3.7
7431,80.39
7432,53.26
7433,6.61
7435,7.41
7436,-14.81
7437,87.38
7438,155.25
7440,71.8138
7441,0.278965
7442,-29.96
7446,-2.27
7451,117.7
7453,0.091693
7454,99.4
7455,10.81
7457,37
7458,39.94
7459,122.9
7460,-55.83
7461,213.1
7462,94.7503
7463,139.9
7464,305.04
7465,41.35
7468,2.47
7469,35.64
7471,46.25
7478,48.95
7479,23.4
7480,163.1
7481,-15.91
7483,123.939
7484,17.82
7485,66.47
7492,572.3
7494,236.2
7495,12.31
7500,52.96
7503,16.92
7506,0.234321
7510,26.35
7515,1.17502
7516,0.714478
7517,229.9
7518,292.8
7520,1.63
7521,0.2
7527,0.037754
7529,18.52
7530,82.4294
7534,48.8106
7536,21.12
7537,0.094757
7538,0.252685
7541,55.26
7542,-11.81
7543,0.390917
7548,12.01
7550,82.6
7552,106.85
7553,3
7554,182.18
7565,1.65674
7566,175.4
7569,39
7570,45.05
7574,-22.2
7575,0.090774
7576,154.465
7578,10.8
7579,107.9
7580,24.33
7582,67.98
7583,0.117944
7584,11.3488
7586,33.24
7588,35.14
7589,7.41
7590,76.08
7591,35.94
7592,85.09
7594,18.8
7597,11.71
7601,158.79
7602,347.61
7605,246.8
7607,12.5306
7608,-11.01
7609,10.0853
7610,12.11
7611,68.68
7612,23.03
7614,58.5
7615,29.53
7616,13.9
7617,71.88
7618,4.61
7619,8.31
7620,27.73
7621,75.7345
7622,14.6545
7623,1.9
7624,44.95
7626,0.294914
7627,102.3
7629,8.32519
7630,53.46
7632,264.3
7633,14.22
7635,5.51
7638,0.07741
7642,27.6
7650,20.9
7656,-4.88
7657,101.2
7658,1.4
7660,69.18
7663,43.95
7664,91
7669,-17.8
7678,0.278403
7682,18.12
7683,2.2
7684,72.18
7685,66.97
7686,36.44
7688,69.18
7690,108.31
7691,117.5
7692,46.1088
7693,2.2
7694,66.47
7695,143.2
7696,1.8
7697,78.5
7698,0.059142
7699,28.93
7702,19.82
7703,63.5
7704,0.39
7708,0.096104
7709,339.9
7710,7
7714,-40.104
7715,25
7723,31.2
7725,16.02
7726,55.26
7727,0.432051
7729,0.936444
7733,0.115812
7735,267.1
7737,40.04
7738,415.983
7741,180.431
7744,-0.47
7745,89.6
7747,185.6
7748,0.264114
7749,97.06
7753,1.1
7759,46.95
7760,21.12
7761,111
7763,185.2
7764,41.2
7765,0.039358
7766,6.22934
7771,0.225625
7772,288.7
7773,55.4
7774,-12.61
7778,83.59
7779,17.52
7782,0.090774
7783,19.4
7785,-16.62
7786,0.05
7787,64.27
7790,0.030084
7791,5.5
7792,0.573568
7794,28.93
7796,419.5
7797,229
7798,78
7799,7
7804,58.16
7805,173.6
7807,152.73
7809,79.79
7810,110.6
7811,11.1295
7813,66.07
7815,40.5
7816,0.173707
7817,118.539
7818,93.59
7823,-13.32
7826,21.02
7827,120.94
7828,13.2
7829,48.8
7830,408.3
7832,13.21
7834,1.06368
7835,127.3
7837,0.8
7839,48.05
7843,243.45
7852,39.34
7854,57.06
7863,186.24
7864,0.233672
7865,20.9
7866,241.62
7867,0.057655
7869,0.29412
7870,5.21
7873,6.61
7874,11.91
7876,1.05848
7878,69.78
7880,0.226101
7881,147
7883,16.7
7885,2.8
7887,349.3
7888,56.96
7891,0.174657
7892,143.3
7893,104.5
7894,33.34
7896,0.651979
7898,152.8
7900,233.8
7906,26.4
7907,58.5
7909,0.01
7910,69.5
7911,103.3
7912,-4.86
7914,93.8849
7915,51.4078
7916,116.4
7917,138.01
7919,-0.17
7920,2.8
7923,53.56
7924,8.91
7926,9.61
7927,3.33
7935,82.09
7936,45.58
7941,6.04841
7944,211.3
7948,0.039529
7952,25.23
7954,0.05035
7955,67.5
7956,1
7958,106.6
7959,3.3
7961,1.3
7964,8.91
7973,15.72
7974,30.93
7975,1.16103
7977,144
7978,0.059659
7983,0.573252
7984,0.209041
7985,148.24
7986,11.81
7987,2.2963
7990,-12.9293
7991,102.3
7997,195.74
7999,139.77
8003,574.3
8004,20.12
8005,111.5
8008,342.7
8009,17.6589
8011,92.59
8013,17.62
8016,499
8018,67.68
8019,73.2588
8020,456.235
8024,22.12
8025,18.22
8027,34.24
8028,4.4
8031,472.057
8032,30.43
8035,150.2
8036,14.52
8038,236.33
8040,49.65
8042,13.92
8044,154.94
8046,51.8
8047,0.09832
8049,68.08
8050,85.8
8051,-0.439226
8052,91.9
8054,12.21
8058,11.71
8059,6.71
8062,47.65
8064,33.04
8065,0.019551
8066,10.01
8068,30.03
8071,15.12
8072,23.93
8073,2.22
8074,21.22
8076,88.93
8077,0.343895
8078,50.26
8084,31.13
8085,0.19855
8086,21.62
8087,0.038832
8093,5.11
8098,82.89
8102,23.53
8104,0.080282
8106,99.7
8108,220
8115,26.63
8117,16.22
8118,130.7
8124,3.2
8129,1.9
8132,-0.19
8134,-10.9493
8138,55.4
8139,118.6
8140,13.9
8142,19.32
8144,20.82
8150,19.52
8152,266.155
8155,168.5
8156,172.8
8160,8.3
8161,0.06177
8169,83.4
8172,34.14
8174,23.31
8176,0.019018
8177,0.359307
8178,76.6
8181,48.8
